Order ID,Product Name,Category,Price (INR),Quantity Sold,Total Sales (INR),Order Date,Payment Method,Customer Rating,Month,Year,Day
ORD00252,Educational Book,Books,37590.44,4,150361.76,28-03-2024,Wallet,1.8,March,2024,Thursday
ORD00253,Mixer Grinder,Home & Kitchen,31759.49,4,127037.96,11-12-2024,UPI,2,December,2024,Wednesday
ORD00254,Shampoo,Beauty,18787.05,4,75148.2,27-01-2025,Credit Card,1.1,January,2025,Monday
ORD00255,Educational Book,Books,17066.16,1,17066.16,15-09-2024,Wallet,2.8,September,2024,Sunday
ORD00256,Jacket,Clothing,15068.72,4,60274.88,23-03-2024,Debit Card,1.4,March,2024,Saturday
ORD00257,Smartphone,Electronics,44334.11,3,133002.33,24-02-2024,Wallet,2.6,February,2024,Saturday
ORD00258,Smartphone,Electronics,11183.75,1,11183.75,15-11-2024,Credit Card,4.9,November,2024,Friday
ORD00259,Cookware Set,Home & Kitchen,2923.95,5,14619.75,16-08-2024,Net Banking,1.1,August,2024,Friday
ORD00260,Shampoo,Beauty,7339.66,2,14679.32,29-11-2024,Net Banking,1.1,November,2024,Friday
ORD00261,Table Lamp,Home & Kitchen,41405.37,2,82810.74,06-10-2024,Wallet,4.6,October,2024,Sunday
ORD00262,Mixer Grinder,Home & Kitchen,36114.38,1,36114.38,01-09-2024,Net Banking,4.6,September,2024,Sunday
ORD00263,Smartphone,Electronics,19915.59,5,99577.95,06-09-2024,COD,1.2,September,2024,Friday
ORD00264,Smartphone,Electronics,18366.97,4,73467.88,22-05-2024,COD,1.2,May,2024,Wednesday
ORD00265,Smartphone,Electronics,8563.14,2,17126.28,03-03-2024,COD,3.1,March,2024,Sunday
ORD00266,Hair Dryer,Beauty,40461.79,1,40461.79,19-05-2024,Credit Card,4.9,May,2024,Sunday
ORD00267,Jacket,Clothing,6943.4,5,34717,16-07-2024,Debit Card,1.5,July,2024,Tuesday
ORD00268,Shampoo,Beauty,14517.08,1,14517.08,19-05-2024,UPI,3,May,2024,Sunday
ORD00269,Tablet,Electronics,4248.25,5,21241.25,19-07-2024,Wallet,4.1,July,2024,Friday
ORD00270,Mixer Grinder,Home & Kitchen,43118.73,5,215593.65,12-12-2024,Debit Card,3.1,December,2024,Thursday
ORD00271,Dress,Clothing,10086.76,2,20173.52,26-03-2024,Wallet,1.9,March,2024,Tuesday
ORD00272,Face Cream,Beauty,35373.5,4,141494,09-08-2024,Credit Card,2.9,August,2024,Friday
ORD00273,Table Lamp,Home & Kitchen,43002.68,3,129008.04,05-04-2024,UPI,4.2,April,2024,Friday
ORD00274,Laptop,Electronics,46388.81,1,46388.81,21-02-2024,COD,4.4,February,2024,Wednesday
ORD00275,Cookbook,Books,47384.51,3,142153.53,29-05-2024,Net Banking,1.5,May,2024,Wednesday
ORD00276,Jacket,Clothing,15826.47,2,31652.94,13-07-2024,Net Banking,4.4,July,2024,Saturday
ORD00277,Shampoo,Beauty,33927.57,5,169637.85,02-02-2025,Wallet,2.6,February,2025,Sunday
ORD00278,Tablet,Electronics,27400.84,1,27400.84,07-02-2025,Net Banking,3.6,February,2025,Friday
ORD00279,Tablet,Electronics,37684.28,4,150737.12,02-04-2024,COD,3.2,April,2024,Tuesday
ORD00280,Sneakers,Clothing,22968.18,4,91872.72,23-01-2025,Net Banking,4.1,January,2025,Thursday
ORD00281,Sofa Cover,Home & Kitchen,43444.93,1,43444.93,10-01-2025,Wallet,4,January,2025,Friday
ORD00282,Headphones,Electronics,36083.22,3,108249.66,25-07-2024,Credit Card,2.9,July,2024,Thursday
ORD00283,Cookware Set,Home & Kitchen,43043.82,5,215219.1,09-11-2024,Wallet,4.1,November,2024,Saturday
ORD00284,Smartwatch,Electronics,1517.63,4,6070.52,10-11-2024,COD,2,November,2024,Sunday
ORD00285,Fiction Novel,Books,1626.1,5,8130.5,15-11-2024,Credit Card,2.8,November,2024,Friday
ORD00286,T-Shirt,Clothing,40384.62,1,40384.62,27-04-2024,UPI,4.2,April,2024,Saturday
ORD00287,T-Shirt,Clothing,37295.08,1,37295.08,06-02-2025,UPI,4,February,2025,Thursday
ORD00288,Sneakers,Clothing,13915.5,3,41746.5,02-07-2024,Net Banking,3.9,July,2024,Tuesday
ORD00289,Smartphone,Electronics,23625.05,2,47250.1,07-07-2024,Debit Card,2,July,2024,Sunday
ORD00290,Mixer Grinder,Home & Kitchen,464.18,3,1392.54,02-08-2024,Debit Card,4.1,August,2024,Friday
ORD00291,T-Shirt,Clothing,26667.15,2,53334.3,05-11-2024,Credit Card,1.9,November,2024,Tuesday
ORD00292,Fiction Novel,Books,29093.02,2,58186.04,01-11-2024,Debit Card,3.7,November,2024,Friday
ORD00293,Jacket,Clothing,44770.65,3,134311.95,12-12-2024,Wallet,3.5,December,2024,Thursday
ORD00294,Bedsheet,Home & Kitchen,32749.9,1,32749.9,02-08-2024,Net Banking,3.8,August,2024,Friday
ORD00295,Educational Book,Books,4990.66,3,14971.98,30-05-2024,Wallet,4.6,May,2024,Thursday
ORD00296,T-Shirt,Clothing,11044.89,3,33134.67,25-11-2024,Wallet,1.5,November,2024,Monday
ORD00297,Fiction Novel,Books,46032.16,5,230160.8,08-12-2024,Debit Card,4.4,December,2024,Sunday
ORD00298,Educational Book,Books,43965.67,3,131897.01,25-08-2024,Debit Card,1.1,August,2024,Sunday
ORD00299,T-Shirt,Clothing,6037.98,2,12075.96,25-05-2024,COD,3.6,May,2024,Saturday
ORD00300,Comic Book,Books,22747.82,3,68243.46,20-09-2024,Debit Card,4.5,September,2024,Friday
ORD00301,Headphones,Electronics,26615.92,2,53231.84,21-06-2024,COD,2.3,June,2024,Friday
ORD00302,Face Cream,Beauty,48234.31,2,96468.62,08-07-2024,Debit Card,1.8,July,2024,Monday
ORD00303,Table Lamp,Home & Kitchen,24172.56,1,24172.56,20-12-2024,UPI,3.1,December,2024,Friday
ORD00304,Fiction Novel,Books,16385.37,3,49156.11,24-02-2024,Wallet,1.6,February,2024,Saturday
ORD00305,T-Shirt,Clothing,29527.22,3,88581.66,30-03-2024,COD,1.2,March,2024,Saturday
ORD00306,Table Lamp,Home & Kitchen,42516.65,3,127549.95,28-04-2024,Net Banking,1.8,April,2024,Sunday
ORD00307,Comic Book,Books,27175.37,5,135876.85,02-08-2024,COD,3.9,August,2024,Friday
ORD00308,Dress,Clothing,25379.68,4,101518.72,06-10-2024,Wallet,3.5,October,2024,Sunday
ORD00309,Educational Book,Books,29568.18,3,88704.54,12-01-2025,Credit Card,1.3,January,2025,Sunday
ORD00310,Fiction Novel,Books,23562.27,2,47124.54,23-12-2024,Credit Card,4.9,December,2024,Monday
ORD00311,Dress,Clothing,19134.26,2,38268.52,12-02-2024,COD,4.6,February,2024,Monday
ORD00312,Fiction Novel,Books,10176.11,5,50880.55,17-08-2024,Net Banking,2.1,August,2024,Saturday
ORD00313,Laptop,Electronics,48177.16,3,144531.48,05-03-2024,Net Banking,1.7,March,2024,Tuesday
ORD00314,Mixer Grinder,Home & Kitchen,6119.31,5,30596.55,07-03-2024,Net Banking,1.5,March,2024,Thursday
ORD00315,Shampoo,Beauty,6015.13,1,6015.13,26-08-2024,Credit Card,1.9,August,2024,Monday
ORD00316,T-Shirt,Clothing,41198.84,4,164795.36,08-04-2024,Credit Card,3,April,2024,Monday
ORD00317,Cookbook,Books,11527.7,3,34583.1,30-11-2024,Net Banking,1.8,November,2024,Saturday
ORD00318,Smartwatch,Electronics,27749.19,4,110996.76,22-01-2025,Wallet,2.5,January,2025,Wednesday
ORD00319,Smartphone,Electronics,14014.82,1,14014.82,23-11-2024,Credit Card,4.6,November,2024,Saturday
ORD00320,Smartphone,Electronics,23293.14,2,46586.28,08-06-2024,UPI,4.1,June,2024,Saturday
ORD00321,Sneakers,Clothing,38592.49,5,192962.45,13-10-2024,Wallet,3.2,October,2024,Sunday
ORD00322,Smartphone,Electronics,39898.86,1,39898.86,03-06-2024,Wallet,1.8,June,2024,Monday
ORD00323,Educational Book,Books,39842.5,2,79685,10-10-2024,Debit Card,4.4,October,2024,Thursday
ORD00324,Fiction Novel,Books,30395.25,1,30395.25,07-04-2024,COD,1.1,April,2024,Sunday
ORD00325,Face Cream,Beauty,36560.32,5,182801.6,01-01-2025,Net Banking,2.5,January,2025,Wednesday
ORD00326,Cookware Set,Home & Kitchen,44248.09,1,44248.09,19-02-2024,Net Banking,3.1,February,2024,Monday
ORD00327,Tablet,Electronics,18386.26,1,18386.26,06-10-2024,Credit Card,1.4,October,2024,Sunday
ORD00328,Jacket,Clothing,33683.4,1,33683.4,08-01-2025,Debit Card,3.8,January,2025,Wednesday
ORD00329,Hair Dryer,Beauty,49561.57,3,148684.71,03-04-2024,Net Banking,3.5,April,2024,Wednesday
ORD00330,Face Cream,Beauty,18551.65,2,37103.3,30-03-2024,Credit Card,2.6,March,2024,Saturday
ORD00331,Headphones,Electronics,12249.35,5,61246.75,29-01-2025,Wallet,2.9,January,2025,Wednesday
ORD00332,Jeans,Clothing,35305.39,1,35305.39,10-06-2024,UPI,2.2,June,2024,Monday
ORD00333,Smartwatch,Electronics,16790.46,5,83952.3,27-08-2024,Net Banking,4.3,August,2024,Tuesday
ORD00334,Jacket,Clothing,26096.96,4,104387.84,28-03-2024,Debit Card,3.5,March,2024,Thursday
ORD00335,Self-Help Book,Books,34361.96,5,171809.8,22-03-2024,Net Banking,4.4,March,2024,Friday
ORD00336,Table Lamp,Home & Kitchen,46079.49,5,230397.45,28-02-2024,Net Banking,3.7,February,2024,Wednesday
ORD00337,Mixer Grinder,Home & Kitchen,47053.44,2,94106.88,05-06-2024,COD,3,June,2024,Wednesday
ORD00338,Tablet,Electronics,18905.94,3,56717.82,14-08-2024,UPI,4.5,August,2024,Wednesday
ORD00339,Hair Dryer,Beauty,30977.18,3,92931.54,08-11-2024,UPI,3.3,November,2024,Friday
ORD00340,Table Lamp,Home & Kitchen,41841.57,2,83683.14,27-05-2024,COD,1.1,May,2024,Monday
ORD00341,Laptop,Electronics,4277.15,4,17108.6,12-08-2024,COD,2.1,August,2024,Monday
ORD00342,Sofa Cover,Home & Kitchen,15648.85,2,31297.7,03-02-2025,Credit Card,4.4,February,2025,Monday
ORD00343,Headphones,Electronics,26992.72,3,80978.16,15-02-2024,Wallet,1.1,February,2024,Thursday
ORD00344,Headphones,Electronics,49586.31,4,198345.24,03-05-2024,UPI,4.3,May,2024,Friday
ORD00345,Tablet,Electronics,37181.04,1,37181.04,21-03-2024,Wallet,1.2,March,2024,Thursday
ORD00346,Sneakers,Clothing,46090.65,4,184362.6,25-01-2025,UPI,3.3,January,2025,Saturday
ORD00347,Educational Book,Books,48151.09,4,192604.36,23-07-2024,UPI,2.9,July,2024,Tuesday
ORD00348,Smartwatch,Electronics,8197.47,2,16394.94,28-09-2024,Wallet,3,September,2024,Saturday
ORD00349,Cookware Set,Home & Kitchen,40679.29,2,81358.58,13-07-2024,Wallet,1.5,July,2024,Saturday
ORD00350,Perfume,Beauty,45012.71,3,135038.13,15-10-2024,UPI,4.9,October,2024,Tuesday
ORD00351,Perfume,Beauty,5127.02,3,15381.06,07-02-2025,Debit Card,4.5,February,2025,Friday
ORD00352,Laptop,Electronics,13954.48,3,41863.44,12-01-2025,UPI,1.5,January,2025,Sunday
ORD00353,T-Shirt,Clothing,26166.89,4,104667.56,06-09-2024,Credit Card,3.7,September,2024,Friday
ORD00354,Hair Dryer,Beauty,45072.69,2,90145.38,30-12-2024,Wallet,2.6,December,2024,Monday
ORD00355,T-Shirt,Clothing,33543.19,2,67086.38,09-03-2024,UPI,3.7,March,2024,Saturday
ORD00356,Self-Help Book,Books,34116.23,3,102348.69,20-03-2024,Wallet,1.4,March,2024,Wednesday
ORD00357,Self-Help Book,Books,15466.4,5,77332,29-07-2024,Wallet,2.9,July,2024,Monday
ORD00358,Laptop,Electronics,19879.4,4,79517.6,15-03-2024,Debit Card,3.2,March,2024,Friday
ORD00359,Sofa Cover,Home & Kitchen,11914.15,2,23828.3,10-06-2024,Wallet,2.4,June,2024,Monday
ORD00360,Dress,Clothing,7936.32,4,31745.28,21-09-2024,Credit Card,1.5,September,2024,Saturday
ORD00361,Educational Book,Books,7633.85,2,15267.7,01-09-2024,Net Banking,3.8,September,2024,Sunday
ORD00362,Face Cream,Beauty,2470.82,4,9883.28,26-05-2024,UPI,2,May,2024,Sunday
ORD00363,Sofa Cover,Home & Kitchen,908.47,3,2725.41,27-09-2024,COD,4.6,September,2024,Friday
ORD00364,Table Lamp,Home & Kitchen,14102.56,4,56410.24,20-09-2024,COD,2.9,September,2024,Friday
ORD00365,Laptop,Electronics,23287.93,4,93151.72,14-08-2024,Debit Card,2,August,2024,Wednesday
ORD00366,Mixer Grinder,Home & Kitchen,41333.21,1,41333.21,28-01-2025,Net Banking,4,January,2025,Tuesday
ORD00367,Educational Book,Books,35304.99,1,35304.99,06-08-2024,COD,2,August,2024,Tuesday
ORD00368,Jeans,Clothing,22335.58,2,44671.16,31-07-2024,Wallet,3.8,July,2024,Wednesday
ORD00369,Cookware Set,Home & Kitchen,40486.08,5,202430.4,26-11-2024,Wallet,3.6,November,2024,Tuesday
ORD00370,Educational Book,Books,20353.4,1,20353.4,07-07-2024,UPI,2.9,July,2024,Sunday
ORD00371,Laptop,Electronics,2258.27,3,6774.81,24-10-2024,Wallet,4.8,October,2024,Thursday
ORD00372,Smartphone,Electronics,704.55,5,3522.75,28-05-2024,Debit Card,4,May,2024,Tuesday
ORD00373,Table Lamp,Home & Kitchen,38629,1,38629,15-07-2024,Net Banking,4,July,2024,Monday
ORD00374,Fiction Novel,Books,37303.26,4,149213.04,07-01-2025,COD,2.9,January,2025,Tuesday
ORD00375,Smartphone,Electronics,11507.22,4,46028.88,17-04-2024,Debit Card,1.4,April,2024,Wednesday
ORD00376,Table Lamp,Home & Kitchen,48710.25,1,48710.25,06-10-2024,Credit Card,1.7,October,2024,Sunday
ORD00377,Educational Book,Books,20075.81,1,20075.81,12-06-2024,Debit Card,4.9,June,2024,Wednesday
ORD00378,Comic Book,Books,8448.77,2,16897.54,12-05-2024,UPI,3.8,May,2024,Sunday
ORD00379,Sneakers,Clothing,29310.76,4,117243.04,03-07-2024,Wallet,4.4,July,2024,Wednesday
ORD00380,Educational Book,Books,708.78,4,2835.12,29-11-2024,COD,2,November,2024,Friday
ORD00381,Jacket,Clothing,24062.33,4,96249.32,19-01-2025,Debit Card,1.1,January,2025,Sunday
ORD00382,Sneakers,Clothing,27827.66,1,27827.66,18-06-2024,COD,4.5,June,2024,Tuesday
ORD00383,Smartwatch,Electronics,40862.87,2,81725.74,22-05-2024,Debit Card,1.4,May,2024,Wednesday
ORD00384,Sneakers,Clothing,11399.26,2,22798.52,17-02-2024,Net Banking,1,February,2024,Saturday
ORD00385,Hair Dryer,Beauty,5463.13,1,5463.13,30-06-2024,Debit Card,3.9,June,2024,Sunday
ORD00386,Comic Book,Books,8644.99,5,43224.95,17-07-2024,Debit Card,4.3,July,2024,Wednesday
ORD00387,Headphones,Electronics,27481.15,2,54962.3,27-10-2024,COD,3.2,October,2024,Sunday
ORD00388,Self-Help Book,Books,47819.23,4,191276.92,03-06-2024,Wallet,1.1,June,2024,Monday
ORD00389,Lipstick,Beauty,7145.81,4,28583.24,09-03-2024,Wallet,1.9,March,2024,Saturday
ORD00390,Headphones,Electronics,29847.4,3,89542.2,04-06-2024,Debit Card,2.9,June,2024,Tuesday
ORD00391,Lipstick,Beauty,11186.35,2,22372.7,28-10-2024,COD,1.1,October,2024,Monday
ORD00392,Educational Book,Books,36535.74,3,109607.22,02-07-2024,UPI,1.2,July,2024,Tuesday
ORD00393,Sneakers,Clothing,12046.9,3,36140.7,05-01-2025,COD,3.2,January,2025,Sunday
ORD00394,Hair Dryer,Beauty,7043.51,4,28174.04,12-03-2024,UPI,2.3,March,2024,Tuesday
ORD00395,Sneakers,Clothing,34369.57,4,137478.28,31-07-2024,Net Banking,1.6,July,2024,Wednesday
ORD00396,Sneakers,Clothing,4827.49,3,14482.47,10-03-2024,Debit Card,4.2,March,2024,Sunday
ORD00397,Lipstick,Beauty,14851.66,2,29703.32,08-01-2025,Debit Card,1.9,January,2025,Wednesday
ORD00398,Jacket,Clothing,40248.27,3,120744.81,19-04-2024,Wallet,3.9,April,2024,Friday
ORD00399,Jeans,Clothing,37135.36,2,74270.72,23-12-2024,Net Banking,3,December,2024,Monday
ORD00400,Shampoo,Beauty,25794.78,5,128973.9,13-08-2024,Debit Card,1,August,2024,Tuesday
ORD00401,Shampoo,Beauty,47564.29,3,142692.87,23-05-2024,Net Banking,3.5,May,2024,Thursday
ORD00402,Mixer Grinder,Home & Kitchen,5500.92,3,16502.76,27-07-2024,Debit Card,2.3,July,2024,Saturday
ORD00403,Comic Book,Books,904.29,2,1808.58,01-05-2024,Debit Card,3.5,May,2024,Wednesday
ORD00404,Smartwatch,Electronics,25035.46,2,50070.92,15-04-2024,Debit Card,4.5,April,2024,Monday
ORD00405,Sneakers,Clothing,30156.36,5,150781.8,06-01-2025,UPI,4.4,January,2025,Monday
ORD00406,Jacket,Clothing,42189.9,1,42189.9,12-01-2025,Credit Card,3.4,January,2025,Sunday
ORD00407,Jeans,Clothing,41122.81,2,82245.62,10-12-2024,Net Banking,4.8,December,2024,Tuesday
ORD00408,T-Shirt,Clothing,21705.78,1,21705.78,05-10-2024,COD,1.1,October,2024,Saturday
ORD00409,Headphones,Electronics,28391.65,3,85174.95,11-12-2024,Debit Card,2.5,December,2024,Wednesday
ORD00410,Mixer Grinder,Home & Kitchen,40031.86,2,80063.72,16-12-2024,COD,1.9,December,2024,Monday
ORD00411,Mixer Grinder,Home & Kitchen,41248.02,4,164992.08,12-01-2025,Credit Card,2.6,January,2025,Sunday
ORD00412,Shampoo,Beauty,35325.38,2,70650.76,18-05-2024,UPI,4.1,May,2024,Saturday
ORD00413,Mixer Grinder,Home & Kitchen,45866.22,1,45866.22,09-12-2024,COD,3.9,December,2024,Monday
ORD00414,Dress,Clothing,42975.36,4,171901.44,18-08-2024,COD,3.3,August,2024,Sunday
ORD00415,Tablet,Electronics,7532.86,5,37664.3,07-02-2025,UPI,1.5,February,2025,Friday
ORD00416,Face Cream,Beauty,39931.75,4,159727,19-04-2024,Credit Card,2.4,April,2024,Friday
ORD00417,Headphones,Electronics,20760.44,4,83041.76,10-03-2024,COD,2.4,March,2024,Sunday
ORD00418,T-Shirt,Clothing,29466.3,5,147331.5,23-07-2024,Net Banking,1.3,July,2024,Tuesday
ORD00419,Face Cream,Beauty,756.85,3,2270.55,04-11-2024,UPI,4.8,November,2024,Monday
ORD00420,Smartwatch,Electronics,43711.45,4,174845.8,27-06-2024,Wallet,4.5,June,2024,Thursday
ORD00421,Comic Book,Books,1134.78,2,2269.56,09-06-2024,Debit Card,3.9,June,2024,Sunday
ORD00422,Sofa Cover,Home & Kitchen,6859,3,20577,05-10-2024,Net Banking,1.6,October,2024,Saturday
ORD00423,Self-Help Book,Books,28818.74,3,86456.22,27-06-2024,Debit Card,1.4,June,2024,Thursday
ORD00424,Laptop,Electronics,25233.95,4,100935.8,25-10-2024,COD,4.1,October,2024,Friday
ORD00425,Educational Book,Books,28577.34,1,28577.34,20-08-2024,UPI,2.7,August,2024,Tuesday
ORD00426,Bedsheet,Home & Kitchen,7322.87,3,21968.61,22-02-2024,COD,5,February,2024,Thursday
ORD00427,Fiction Novel,Books,25144.48,4,100577.92,05-05-2024,Net Banking,1.3,May,2024,Sunday
ORD00428,Mixer Grinder,Home & Kitchen,16289.17,5,81445.85,14-11-2024,Net Banking,2.6,November,2024,Thursday
ORD00429,Comic Book,Books,24973.13,3,74919.39,08-12-2024,Debit Card,3.2,December,2024,Sunday
ORD00430,Cookware Set,Home & Kitchen,5804.38,2,11608.76,16-05-2024,COD,2.2,May,2024,Thursday
ORD00431,Jeans,Clothing,43502.85,1,43502.85,13-03-2024,Net Banking,4.2,March,2024,Wednesday
ORD00432,Smartphone,Electronics,46770.01,5,233850.05,10-04-2024,Net Banking,2.9,April,2024,Wednesday
ORD00433,Laptop,Electronics,38160.98,2,76321.96,31-03-2024,Debit Card,4,March,2024,Sunday
ORD00434,Headphones,Electronics,14797.27,2,29594.54,25-01-2025,UPI,3.4,January,2025,Saturday
ORD00435,Shampoo,Beauty,16951.57,5,84757.85,28-03-2024,Wallet,2,March,2024,Thursday
ORD00436,Smartphone,Electronics,20087.65,2,40175.3,27-10-2024,Wallet,2.7,October,2024,Sunday
ORD00437,Face Cream,Beauty,45544.54,4,182178.16,23-04-2024,COD,3,April,2024,Tuesday
ORD00438,Shampoo,Beauty,4986.9,1,4986.9,23-12-2024,COD,4.4,December,2024,Monday
ORD00439,Bedsheet,Home & Kitchen,37890.56,1,37890.56,30-06-2024,COD,2.4,June,2024,Sunday
ORD00440,Tablet,Electronics,26947.54,2,53895.08,05-06-2024,Net Banking,4.1,June,2024,Wednesday
ORD00441,Headphones,Electronics,16929.74,3,50789.22,17-03-2024,Wallet,1.5,March,2024,Sunday
ORD00442,Smartphone,Electronics,30310.92,3,90932.76,20-04-2024,UPI,3.5,April,2024,Saturday
ORD00443,Educational Book,Books,33643.5,5,168217.5,16-06-2024,UPI,4.2,June,2024,Sunday
ORD00444,Cookbook,Books,27847.81,3,83543.43,16-09-2024,Net Banking,4.3,September,2024,Monday
ORD00445,Educational Book,Books,19055.03,3,57165.09,25-08-2024,Credit Card,4.3,August,2024,Sunday
ORD00446,Self-Help Book,Books,24012.7,1,24012.7,26-11-2024,Credit Card,4.8,November,2024,Tuesday
ORD00447,Sneakers,Clothing,8182.19,2,16364.38,04-08-2024,COD,4.2,August,2024,Sunday
ORD00448,Hair Dryer,Beauty,35810.63,4,143242.52,06-04-2024,UPI,1.2,April,2024,Saturday
ORD00449,T-Shirt,Clothing,23433.86,1,23433.86,17-08-2024,COD,3.8,August,2024,Saturday
ORD00450,Tablet,Electronics,42946.11,4,171784.44,31-08-2024,UPI,3.2,August,2024,Saturday
ORD00451,Sneakers,Clothing,3995.44,4,15981.76,26-05-2024,Debit Card,4,May,2024,Sunday
ORD00452,Face Cream,Beauty,38728.75,1,38728.75,05-10-2024,Wallet,4,October,2024,Saturday
ORD00453,Jacket,Clothing,46205.47,3,138616.41,07-09-2024,Credit Card,2.7,September,2024,Saturday
ORD00454,Jeans,Clothing,7631.48,3,22894.44,18-07-2024,Debit Card,3,July,2024,Thursday
ORD00455,Comic Book,Books,4581.73,4,18326.92,24-05-2024,Credit Card,3.4,May,2024,Friday
ORD00456,Tablet,Electronics,9761.64,3,29284.92,27-08-2024,Wallet,2.5,August,2024,Tuesday
ORD00457,Hair Dryer,Beauty,1582.84,3,4748.52,10-09-2024,Debit Card,2.9,September,2024,Tuesday
ORD00458,Laptop,Electronics,8902.26,5,44511.3,08-01-2025,Debit Card,2.4,January,2025,Wednesday
ORD00459,Sofa Cover,Home & Kitchen,1549.63,1,1549.63,27-11-2024,COD,3,November,2024,Wednesday
ORD00460,Educational Book,Books,23520.5,5,117602.5,26-04-2024,Debit Card,1.2,April,2024,Friday
ORD00461,Face Cream,Beauty,18729.61,1,18729.61,03-04-2024,COD,1,April,2024,Wednesday
ORD00462,Self-Help Book,Books,18085.73,3,54257.19,12-07-2024,Net Banking,4.1,July,2024,Friday
ORD00463,Lipstick,Beauty,29844.59,3,89533.77,28-06-2024,Credit Card,3.9,June,2024,Friday
ORD00464,Tablet,Electronics,12964.52,2,25929.04,23-11-2024,Wallet,2.7,November,2024,Saturday
ORD00465,Tablet,Electronics,43431.64,5,217158.2,20-06-2024,Credit Card,4.4,June,2024,Thursday
ORD00466,Smartwatch,Electronics,31005.06,4,124020.24,22-07-2024,Net Banking,4,July,2024,Monday
ORD00467,Face Cream,Beauty,16010.24,3,48030.72,21-11-2024,Net Banking,1.6,November,2024,Thursday
ORD00468,Headphones,Electronics,18451.91,5,92259.55,12-09-2024,UPI,4.9,September,2024,Thursday
ORD00469,Smartwatch,Electronics,31793.09,4,127172.36,19-02-2024,COD,4.8,February,2024,Monday
ORD00470,T-Shirt,Clothing,36666.62,4,146666.48,28-09-2024,Net Banking,2.1,September,2024,Saturday
ORD00471,Smartphone,Electronics,38681.26,1,38681.26,17-07-2024,COD,2,July,2024,Wednesday
ORD00472,Cookware Set,Home & Kitchen,29493.06,3,88479.18,24-07-2024,Credit Card,4.2,July,2024,Wednesday
ORD00473,Bedsheet,Home & Kitchen,30009.2,2,60018.4,13-06-2024,Debit Card,3,June,2024,Thursday
ORD00474,T-Shirt,Clothing,23089.32,2,46178.64,29-09-2024,Net Banking,3.1,September,2024,Sunday
ORD00475,Sofa Cover,Home & Kitchen,32460.13,4,129840.52,28-04-2024,Credit Card,3.7,April,2024,Sunday
ORD00476,Smartwatch,Electronics,29509.14,3,88527.42,15-12-2024,Net Banking,4.1,December,2024,Sunday
ORD00477,Educational Book,Books,5528.69,3,16586.07,11-09-2024,Debit Card,4.2,September,2024,Wednesday
ORD00478,Fiction Novel,Books,11864.67,5,59323.35,13-09-2024,Net Banking,2.8,September,2024,Friday
ORD00479,Sofa Cover,Home & Kitchen,14273.74,2,28547.48,19-12-2024,Net Banking,3.8,December,2024,Thursday
ORD00480,Educational Book,Books,26806.06,3,80418.18,19-07-2024,Wallet,4.3,July,2024,Friday
ORD00481,Jacket,Clothing,18757.07,4,75028.28,16-11-2024,UPI,4.2,November,2024,Saturday
ORD00482,Self-Help Book,Books,19661.09,4,78644.36,01-06-2024,Net Banking,2.5,June,2024,Saturday
ORD00483,Self-Help Book,Books,27434.25,1,27434.25,02-03-2024,COD,3.8,March,2024,Saturday
ORD00484,Educational Book,Books,6322.42,4,25289.68,30-08-2024,UPI,4,August,2024,Friday
ORD00485,Comic Book,Books,4316.82,2,8633.64,02-05-2024,Credit Card,3.6,May,2024,Thursday
ORD00486,Dress,Clothing,45426.39,4,181705.56,31-10-2024,Net Banking,2.8,October,2024,Thursday
ORD00487,Laptop,Electronics,14971.45,3,44914.35,02-06-2024,UPI,4.5,June,2024,Sunday
ORD00488,Bedsheet,Home & Kitchen,12245.12,2,24490.24,27-08-2024,COD,4.5,August,2024,Tuesday
ORD00489,Cookbook,Books,48405.89,4,193623.56,31-03-2024,Wallet,4.9,March,2024,Sunday
ORD00490,Hair Dryer,Beauty,12757.67,5,63788.35,19-11-2024,UPI,3.3,November,2024,Tuesday
ORD00491,Dress,Clothing,33071.09,2,66142.18,05-10-2024,COD,3.5,October,2024,Saturday
ORD00492,Hair Dryer,Beauty,4869.56,1,4869.56,04-04-2024,UPI,1.9,April,2024,Thursday
ORD00493,T-Shirt,Clothing,45127.31,4,180509.24,15-01-2025,COD,4.2,January,2025,Wednesday
ORD00494,Bedsheet,Home & Kitchen,8867.72,1,8867.72,01-10-2024,Net Banking,4.3,October,2024,Tuesday
ORD00495,Cookware Set,Home & Kitchen,31749.94,1,31749.94,25-05-2024,COD,3.1,May,2024,Saturday
ORD00496,Shampoo,Beauty,40944.77,2,81889.54,03-11-2024,Credit Card,2.9,November,2024,Sunday
ORD00497,Table Lamp,Home & Kitchen,20859.61,4,83438.44,24-04-2024,Wallet,4.9,April,2024,Wednesday
ORD00498,Educational Book,Books,6884.74,5,34423.7,12-08-2024,Net Banking,1.4,August,2024,Monday
ORD00499,Jeans,Clothing,40238.5,3,120715.5,21-07-2024,Wallet,3.9,July,2024,Sunday
ORD00500,Smartphone,Electronics,10422.28,5,52111.4,26-06-2024,Net Banking,3.5,June,2024,Wednesday
ORD00501,Self-Help Book,Books,13862.56,1,13862.56,31-12-2024,Wallet,1.6,December,2024,Tuesday
ORD00502,Face Cream,Beauty,35911.22,4,143644.88,12-09-2024,Credit Card,4.1,September,2024,Thursday
ORD00503,Jacket,Clothing,16523.69,3,49571.07,17-08-2024,Credit Card,2.8,August,2024,Saturday
